CIUDAD,AÑO,SA6,CO4
Medellín,2008,Si,Si
Medellín,2008,Si,No
Medellín,2008,NA,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,No,No
Medellín,2008,No,No
Medellín,2008,No,Si
Medellín,2008,Si,No
Medellín,2008,No,No
Medellín,2008,Si,Si
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,Si
Medellín,2008,No,Si
Medellín,2008,No,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,Si
Medellín,2008,Si,Si
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,NA,No
Medellín,2008,No,Si
Medellín,2008,No,No
Medellín,2008,NA,No
Medellín,2008,No,No
Medellín,2008,Si,No
Medellín,2008,No,No
Medellín,2008,NA,Si
Medellín,2008,NA,No
Medellín,2008,No,No
Medellín,2008,Si,No
Medellín,2008,No,Si
Medellín,2008,No,No
Medellín,2008,No,No
Medellín,2008,Si,No
Medellín,2008,No,No
Medellín,2008,No,No
Medellín,2008,No,Si
Medellín,2008,Si,No
Medellín,2008,NA,No
Medellín,2008,No,No
Medellín,2008,Si,Si
Medellín,2008,NA,No
Medellín,2008,Si,No
Medellín,2008,NA,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,No,Si
Medellín,2008,NA,No
Medellín,2008,Si,No
Medellín,2008,No,Si
Medellín,2008,Si,No
Medellín,2008,No,Si
Medellín,2008,No,No
Medellín,2008,Si,Si
Medellín,2008,Si,No
Medellín,2008,Si,Si
Medellín,2008,Si,No
Medellín,2008,NA,No
Medellín,2008,No,No
Medellín,2008,Si,No
Medellín,2008,NA,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,No,Si
Medellín,2008,Si,Si
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,No,Si
Medellín,2008,Si,No
Medellín,2008,No,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,Si
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,NA,No
Medellín,2008,Si,No
Medellín,2008,No,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,No,No
Medellín,2008,Si,No
Medellín,2008,No,No
Medellín,2008,Si,No
Medellín,2008,Si,Si
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,Si
Medellín,2008,No,No
Medellín,2008,Si,No
Medellín,2008,No,No
Medellín,2008,Si,Si
Medellín,2008,No,No
Medellín,2008,Si,No
Medellín,2008,NA,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,Si
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,No,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,No,Si
Medellín,2008,No,No
Medellín,2008,Si,No
Medellín,2008,No,No
Medellín,2008,Si,Si
Medellín,2008,No,Si
Medellín,2008,Si,No
Medellín,2008,No,Si
Medellín,2008,Si,No
Medellín,2008,NA,No
Medellín,2008,Si,No
Medellín,2008,NA,No
Medellín,2008,Si,Si
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,NA,Si
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,NA,No
Medellín,2008,NA,No
Medellín,2008,Si,Si
Medellín,2008,Si,Si
Medellín,2008,NA,No
Medellín,2008,Si,No
Medellín,2008,Si,Si
Medellín,2008,Si,No
Medellín,2008,Si,No
Medellín,2008,Si,Si
Medellín,2008,Si,No
Medellín,2008,Si,Si
Medellín,2008,Si,No
Medellín,2008,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,No,Si
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,No,Si
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,No,Si
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,No,Si
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,Si
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,Si
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,No,Si
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,No,Si
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,No,Si
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,Si
Medellín,2009,Si,Si
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,Si
Medellín,2009,Si,Si
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,No,Si
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,Si
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,No,Si
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,No,Si
Medellín,2009,No,No
Medellín,2009,No,Si
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,No,No
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,NS/NC/NO/NA,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,No,Si
Medellín,2009,No,No
Medellín,2009,NS/NC/NO/NA,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,NS/NC/NO/NA,No
Medellín,2009,No,No
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,No,Si
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,No,No
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,No,Si
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,No,Si
Medellín,2009,Si,Si
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,No,Si
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,No,Si
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,No,Si
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,Si
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,No,Si
Medellín,2009,No,Si
Medellín,2009,No,No
Medellín,2009,Si,Si
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,No,Si
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,No
Medellín,2009,Si,Si
Medellín,2009,Si,No
Medellín,2009,No,No
Medellín,2009,Si,No
Medellín,2009,Si,No
